category,Description
Mini burgers,Pains Burger
Fromages fondus,Fromages pour enfants
Fromages fondus,Fromages en tranches
Fromages fondus,Fondues
Fromages fondus,Fromages
Fromages fondus,Hamburgers
Fromages fondus,Fromages à tartiner
Fromages fondus,Fondues savoyardes
Fromages pour Croque Monsieur,Fromages fondus
Cônes glacés,Glaces
Yaourts brassés,Yaourts aux fruits
Yaourts brassés,Yaourts
Yaourts brassés,Yaourts natures
Yaourts brassés à la fraise,Yaourts à la fraise
Petit suisse nature à 0% de matières grasses,Fromages blancs
Petit suisse nature à 0% de matières grasses,Petits suisses nature
Spécialités laitières aux fruits,Spécialités laitières
Yaourts aux fruits avec morceaux,Yaourts aux fruits
Yaourts aux fruits,Yaourts
Mousse au fromage blanc sur lit de fruit,Desserts lactés fermentés
Crèmes dessert chocolat,Crèmes dessert
Boissons lactées fermentées,Boissons fermentées
Fromages blancs natures,Fromages blancs au lait de chèvre
Fromages blancs natures,Fromages blancs
Fromages blancs natures,Dès 6 mois
Fromages blancs natures,Fromages blancs au lait de vache
Fromages blancs natures,Fromage blanc nature à 0% de matières grasses
Fromages blancs natures,Fromages blancs au lait de brebis
Fromages blancs natures,Fromage blanc nature à 3% de matières grasses environ
Fromages blancs aux fruits,Fromages blancs
Yaourts au bifidus nature,Yaourts au Bifidus
Yaourts au bifidus nature,Yaourts allégés en matière grasse
Dairy Mousses,Chocolate mousses
Spécialités laitières nature non sucrées,Spécialités laitières
Yaourts au bifidus aux fruits,Yaourts au Bifidus
Desserts lactés à la vanille,Glaces à la vanille
Desserts lactés à la vanille,Crèmes dessert chocolat réfrigérées
Desserts lactés à la vanille,Desserts lactés
Desserts lactés à la vanille,Mousses lactées
Desserts lactés à la vanille,Yaourts aromatisés sucrés non allégés en matières grasses
Desserts lactés à la vanille,Alimentos frescos
Desserts lactés à la vanille,Crèmes dessert vanille
Plain bifidus yogurts,Bifidus yogurts
Boissons lactées fermentées au L casei,Drinkable yogurts
Boissons lactées fermentées au L casei,Yaourts à boire
Boissons lactées fermentées au L casei,Boissons lactées fermentées
Milk drinks fermented with L casei,Fermented milk drinks
Yaourts à boire goût fraise,Yaourts à boire
Yaourts à boire goût fraise,Yaourts aromatisés
Yaourts à boire,Yaourts sucrés
Yaourts à boire,Yaourts
Yaourts au Bifidus,Yaourts
Yaourts au Bifidus,Desserts lactés fermentés
Yaourts au Bifidus,Desserts lactés fermentés aux fruits
Crèmes dessert café,Crèmes dessert
Crèmes dessert vanille,Crèmes dessert rayon frais
Crèmes dessert caramel,Crèmes dessert
Crèmes dessert,Frais
Crèmes dessert,Desserts lactés
Lait fermenté aux fruits,Yaourts au Bifidus
Yaourts multifruits,Yaourts entiers
Yaourts multifruits,Spécialités laitières aromatisées
Yaourts multifruits,Yaourts sur lit de fruits
Yaourts au bifidus aromatisés,Yaourts au Bifidus
Liégeois,Desserts
Liégeois,Desserts au chocolat
Liégeois,Desserts lactés
Liégeois,Desserts lactés au chocolat
Bifidus yogurts,Fermented dairy desserts
Desserts,Snacks
Petits suisses nature,Desserts lactés fermentés nature
Petits suisses,Desserts lactés fermentés
Kéfir,Boissons lactées fermentées
Plain skyrs,Skyrs
Boisson protéinée,Boissons lactées fermentées aux fruits
Boisson protéinée,Compléments pour le Bodybuilding
Boissons lactées,Produits laitiers
Laits aromatisés au chocolat,Laits aromatisés
Desserts lactés fermentés aux fruits,Desserts lactés fermentés
Crème dessert au Madeleine,Desserts lactés
Mousse au chocolat aromatisée noisette,Mousses au chocolat
Laits aromatisés,Boissons lactées
Crèmes dessert vanille réfrigérées,Crèmes dessert vanille
Yaourt aromatisé aux fruits non allégé en matières grasses,Yaourts aux fruits
Yaourt probiotic,
Fromage sale a tartiner,Cottage cheeses
Jambons ibériques,Jambons secs
Jambons de Bayonne,Jambons secs
Foies gras de canard,Foies gras
Bloc de foie gras avec morceaux,Bloc de foie gras
Bloc de foie gras,Foies gras de canard
Foies gras mi cuits,Bloc de foie gras avec morceaux
Saumons fumés,Poissons fumés
Saumons fumés,Saumons cuits
Saumons fumés,Saumons d'élevage
Saumons fumés d'élevage,Saumons fumés
Truites fumées,Truites
Truites fumées,Truite d'élevage fumée
Produits décongelés,Saumons fumés sauvages
Produits décongelés,Saumons fumés
Produits décongelés,Truites fumées
Produits décongelés,Beignets
Chocolats noirs,Chocolats
Chocolats noirs,Chocolates
Chocolats noirs,Chocolates with hazelnuts
Chocolats noirs,Desserts au chocolat
Chocolats noirs,Chocolats noirs
White chocolates,Chocolates
Bonbons,Chocolats
Bonbons,Biscuits
Bonbons,Chocolate candies
Bonbons,Boissons lactées
Bonbons,Bonbons de chocolat
Bonbons,Confiseries
Soupes aux champignons déshydratée,Soupes de pâtes asiatique déshydratée
Dès 6 mois,Desserts lactés pour bébé
Dès 6 mois,Céréales pour bébé
Dès 6 mois,Biscuits pour bébé
Dès 6 mois,Plats principaux pour bébé
Dès 6 mois,Spaghetti à la bolognaise
Dès 6 mois,Goûters et desserts pour bébé
Dès 6 mois,Yaourts
Dès 6 mois,Yaourts natures
Dès 6 mois,Plats du soir pour bébé
Chocolats en poudre,Cacaos en poudre
Chocolats en poudre,Boissons végétales de céréales en poudre
Chocolats en poudre,Chocolate powders
Chocolats en poudre,Dosettes
Chocolats en poudre,Boissons instantanées
Poudre maltée cacaotée,Chocolats en poudre
Cafés solubles,Aliments d'origine végétale lyophilisées
Cafés solubles,Chicorée soluble
Cafés solubles,Oploskoffies
Cafés solubles,Cafés décaféinés
Cafés solubles,Boissons lyophilisées
Cafés solubles,Dosettes
Cafés solubles,Boissons instantanées
Cafés en dosettes,Dosettes
Cafés en dosettes,Boissons sans sucre ajouté
Cafés en dosettes,Cafés solubles
Cafés en dosettes,Cafés moulus
Chicorée et café en poudre soluble,Chicorée soluble
Chicorée et café en poudre soluble,Boissons instantanées
Cafés en poudre décaféinés,Boissons sans sucre ajouté
Cafés en poudre décaféinés,Cafés en dosettes
Cafés en poudre décaféinés,Cafés solubles
Boissons sans sucre ajouté,Jus de tomates
Boissons sans sucre ajouté,Smoothies
Boissons sans sucre ajouté,Boissons sans alcool
Boissons sans sucre ajouté,Lagers
Boissons sans sucre ajouté,Eaux minérales naturelles
Boissons sans sucre ajouté,Boissons à l'avoine
Boissons sans sucre ajouté,Boissons
Boissons sans sucre ajouté,Thés noirs
Boissons sans sucre ajouté,Tisanes de plantes mélangées
Boissons sans sucre ajouté,Boissons instantanées
Boissons sans sucre ajouté,Eaux de sources
Boissons sans sucre ajouté,Sodas light
Boissons sans sucre ajouté,Vins
Boissons sans sucre ajouté,Eaux minérales
Boissons sans sucre ajouté,Thés aromatisés
Boissons sans sucre ajouté,Eaux aromatisées
Boissons sans sucre ajouté,Boissons avec sucre ajouté
Boissons sans sucre ajouté,Boissons énergisantes
Boissons sans sucre ajouté,Vinaigres de riz
Boissons sans sucre ajouté,Eaux gazeuses
Boissons sans sucre ajouté,Cafés solubles
Boissons sans sucre ajouté,Infusions
Boissons sans sucre ajouté,Cafés moulus
Bouillons cubes,Bouillons de bœuf
Bouillons cubes,Bouillons déshydratés
Bouillons cubes,Pot au feu
Arômes,Sauces
Arômes,Additifs alimentaires
Poudre cacaotée pour boisson sucrée enrichie en vitamines,Chocolats en poudre
Boissons fermentées,Produits fermentés
Vinaigres de vins blancs,Vinaigres de vin
Vinaigres de Xérès,Vinaigres de vins blancs
Vinaigres de cidre,Vinaigres
Vinaigrettes allégées en matières grasses,Vinaigrettes
Veloutés de potiron,Soupes en conserve
Veloutés de potiron,Veloutés de légumes
Veloutés de potiron,Soupes de potiron
Bisques de homard,Soupes de poissons
Bisques de homard,Produits de la mer
Bisques de homard,Soupes
Soupes de potiron,Soupes de légumes
Veloutés de légumes,Soupes de légumes
Veloutés de légumes,Soupes froides
Veloutés de légumes du soleil,Soupes de tomate
Veloutés de légumes du soleil,Veloutés de légumes
Soupes de légumes,Soupes
Soupes de légumes,Soupes à réchauffer
Soupes de légumes,Plats préparés déshydratés
Soupes aux courgettes,Soupes de légumes
Soupes froides,Soupes de légumes
Cream of pumpkin soups,Cream of vegetable soups
Plats préparés,Viandes et dérivés
Plats préparés,Céréales et dérivés
Plats préparés,Viandes
Soupes de tomate,Soupes déshydratées
Soupes de tomate,Soupes de légumes
Soupes de tomate,Veloutés de tomates
Soupes de légumes en conserve,Soupes en conserve
Soupes de légumes en conserve,Cream of vegetable soups
Veloutés de poireaux,Soupes de légumes en conserve
Veloutés de poireaux,Veloutés de légumes
Veloutés de tomates,Veloutés de légumes
Velouté de poireaux pomme de terre,
Soupe aux légumes variés à réchauffer,Soupes de légumes
Bouillons de volaille,Soupes déshydratées
Bouillons de volaille,Bouillons cubes
Bouillons de volaille,Bouillons
Cornichons malossol,Cornichons
Soupe à la tomate déshydratée,
Soupe aux légumes déshydratée,Soupes
Veloutés de légumes verts,Soupe aux légumes variés à réchauffer
Veloutés,Soupes
Cheveux d'ange,Pâtes sèches
Vermicelles de blé dur,Pâtes de blé dur
Dry pastas,Pâté
Macaroni de blé dur,Pâtes de blé dur
Coudes rayés,Pâtes sèches
Torti,Pâtes sèches aromatisées et colorées
Torti,Pâtes sèches
Torti,Pâtes de blé dur
Torti,Pâtes alimentaires
Torti,Fusilli
Penne Rigate,Penne
Pâtes sèches,Nouilles
Pâtes sèches,Pâtes alimentaires
Spaghettis de blé dur,Spaghetti
Coquillettes de blé dur,Coquillettes
Tagliatelles au blé dur,Tagliatelles
Capellini,Pâtes alimentaires
Capellini,Pâtes sèches
Capellini,Spaghetti
Capellini,Pâtes de blé dur
Serpentini,Pâtes de blé dur
Pâtes de blé dur,Pâtes sèches
Pâtes de blé dur,Pâtes alimentaires de céréales
Farfalles de blé dur,Farfalle de blé dur entières ou semi entières
Farfalles de blé dur,Farfalles
Fusilli de blé dur,Fusilli
Spaghetti,Pâtes sèches
Spaghetti,Pâtes alimentaires
Spaghetti,Pâtes de blé dur
Spaghetti,Pasta di grano duro
Semoules de blé dur,Semoules de blé
Semoules de blé dur pour couscous,Semoules de blé dur
Semoules de blé dur pour couscous,Couscous
Purée de tomates fraîches,Bases culinaires
Coulis de tomates,Purées de tomates
Coulis de tomates,Tomates et dérivés
Coulis de tomates,Sauces tomate
Coulis de tomates,Tomates
Sauce tomate origan,Bases culinaires
Cannelloni à la bolognaise,Raviolis au bœuf
Lasagnes à garnir,Pâtes sèches
Lasagnes à garnir,Pâtes de blé dur
Taboulés aux tomates,Taboulés à l'huile d'olive
Taboulés aux tomates,Taboulés
Quenelles de saumon,Quenelles de brochet
Quenelle de volaille en sauce,Quenelles de poulet
Coquillettes au beurre,Plats préparés à réchauffer au micro ondes
Coquillettes au beurre,Coquillettes
Pâtes au pesto,Pesto Vert
Riz Basmati blancs,Riz Basmati
Riz arborio,Riz à grain court
Riz basmati complet,Riz Basmati
Plats à base de biande porcine,Cassoulets toulousains
Riz indica,Riz Basmati
Mélanges de riz,Riz long grain
Mélanges de riz,Riz
Riz Basmati,Plats au poulet
Riz Basmati,Riz long grain
Quinoa,Lentilles
Quinoa,Lentilles préparées
Quinoa,Céréales préparées
Quinoa,Cereal grains
Quinoa,Céréales en grains
Quinoa,Plats préparés d'origine végétale
Produits à base de blé,Boulgour de blé cuit non salé
Tagliatelles,Pâtes sèches
Tagliatelles,Tagliatelles aux œufs
Tagliatelles,Pâtes alimentaires
Tagliatelles,Pâtes au saumon
Tagliatelles,Pâtes de blé dur
Sauces bolognaises,Sauce tomate à la viande
Sauces tomate aux petits légumes,Légumes pour couscous surgelés
Sauces tomate aux petits légumes,Sauces aux légumes
Feculent,Lentilles vertes
Basilic,Herbes aromatiques
Basilic,Ail Blanc
Féculents,Basmati rices
Féculents,Stuffed pastas
Féculents,Tortellini au jambon cru
Spaghetti à la bolognaise,Pâtes à la bolognaise
Spaghetti à la bolognaise,Sauces bolognaises
Riz thaï,Riz long grain
Riz long grain,Riz parfumés
Riz long grain,Riz
Zéro résidu de pesticides,Pulpe fine de tomates
Riz,Céréales en grains
Riz,Riz précuits natures
Riz,Long grain rices
Riz préparés,Plats préparés à réchauffer au micro ondes
Riz préparés,Céréales préparées
Purées de tomates,Tomates en conserve
Purées de tomates,Sauces tomate
Sauces tomate aux oignons,Sauces provençales
Sauces tomate aux oignons,Sauces tomate
Légumes et dérivés,Aliments à base de fruits et de légumes
Légumes et dérivés,Plats préparés
Légumes en conserve,Légumes et dérivés
Morues,Plats préparés au poisson
Morues,Poissons maigres
Filets de harengs,Harengs
Filets de harengs,Harengs en conserve
Filets de harengs,Filets de poissons
Filets de harengs,Harengs fumés
Filet de hareng fumé doux,Filets de harengs
Saumons fumés de dégustation,Saumons fumés
Filets de saumon,Saumons sauvages
Filets de saumon,Saumons
Risottos au saumon,Risotto aux fruits de mer
Poisson cru,
Filets de cabillaud,Poissons panés
Filets de cabillaud,Poissons surgelés
Filets de cabillaud,Morues
Steaks hachés de bœuf frais,Steak haché de bœuf à 5% de matières grasses
Steaks hachés de bœuf frais,Steaks hachés frais
Steaks hachés de bœuf frais,Galettes à la viande
Bœuf,Viandes
Viandes en sauce,Rumsteck de boeuf
Préparations de viande bovine hachée fraîches,Préparations de viande bovine hachée
Préparations de viande bovine hachée fraîches,Viandes hachées
Steaks hachés de bœuf surgelés,Steak haché de bœuf à 5% de matières grasses
Steaks hachés de bœuf surgelés,Steaks hachés surgelés
Steaks hachés de bœuf surgelés,Galettes à la viande
Préparations de viande bovine hachée surgelées,Préparations de viande bovine hachée
Préparations de viande bovine hachée surgelées,Galettes à la viande
Viandes surgelées,Bœuf
Rôtis de veau,Viandes de veau
Pavé de rumsteck,Bœuf
Préparations de viande hachée,Préparations de viande
Foies de boeuf,Plats au bœuf
Steak haché de bœuf à 5% de matières grasses,Steaks de bœuf hachés
Steak haché de bœuf à 5% de matières grasses,Steaks hachés surgelés
Steaks de bœuf hachés,Steaks hachés
Porc,Porc et dérivés
Porc,Viandes
Côtes de porc,Porc
Saucisses,Strasbourg sausages
Saucisses,Charcuteries
Merguez,Saucisses
Riz pour paellas,Riz
Riz pour risotto,Riz long grain
Vins blancs,Vins rouges
Vins blancs,Vins français
Vins blancs,Vins
Plats du soir pour bébé,Dès 12 mois
Plats du soir pour bébé,Céréales pour bébé
Plats du soir pour bébé,Assiettes pour bébé
Dès 12 mois,
Céréales pour bébé,Dès 12 mois
Céréales pour bébé,Dès 8 mois
Dès 18 mois,Plats du soir pour bébé
Dès 18 mois,Assiettes pour bébé
Dès 18 mois,Plats principaux pour bébé
Dès 18 mois,Plats à la dinde
Plats principaux pour bébé,Lasagnes préparées
Plats principaux pour bébé,Dès 12 mois
Plats principaux pour bébé,Dès 8 mois
Plat de légumes et féculents avec lait pour bébé dès 12 mois,Plat avec légumes pour bébés dès 12 mois avec féculents et poisson
Plat de légumes et féculents avec lait pour bébé dès 12 mois,Plats du soir pour bébé
Plat de légumes et féculents avec lait pour bébé dès 12 mois,Ratatouilles
Plat de légumes et féculents avec lait pour bébé dès 8 mois,Plats du soir pour bébé
Tartines craquantes grillées fourrées au chocolat,Pains croustillants
Tartines craquantes grillées fourrées aux fruits,Pains croustillants
Tartines craquantes extrudées,Céréales et pommes de terre
Pains croustillants,Pains
Pains croustillants,Tartines craquantes extrudées
Dès 9 mois,Céréales pour bébé
Compotes pour bébé,Compotes de pomme
Compotes pour bébé,Compotes pommes poires
Compotes pour bébé,Compotes pommes pruneau
Compotes pour bébé,Dès 6 mois
Compotes pour bébé,Compotes pommes mangue
Compotes pour bébé,Compotes pommes banane
Compotes pour bébé,Compotes à boire
Compotes pour bébé,Dès 8 mois
Compotes pour bébé,Compotes
Laits pour bébé,Laits
Petits pots pour bébé,Dès 6 mois
Petits pots pour bébé,Menus Viandes pour bébé
Petits pots pour bébé,Plats principaux pour bébé
